"sort_to_sheet","mat_type_code","mat_type","first_item_itype","call_number","isbn","bib_record_num","bib_record_id","publish_year","cataloging_date","best_title","best_title_norm","call_number","volume_statement","oldest_hold_date","newest_hold_date","bib_locations","abbv_bib_locations","count_active_holds","count_active_copies","count_copies_on_order"
"clc","a","Book","2","746","","b2356232a","420909151240","1965","1992-03-22","The stitchery book : embroidery for beginners","stitchery book embroidery for beginners","746","","2019-05-25","2019-05-25","1lj","1l","1","0","0"
"clc","a","Book","2","fiction","9780590059947","b1972143a","420908767151","1998","1999-07-27","Abby and the best kid ever","abby and the best kid ever","fiction","","2019-03-04","2019-03-04","avj,1lj","av,1l","1","0","0"
"clc","a","Book","2","easy","9781890817121","b1975392a","420908770400","1999","1999-07-27","The feet in the gym","feet in the gym","easy","","2019-02-06","2019-02-06","osj","os","1","0","0"
"clc","a","Book","2","743.89626222 qd817","9780939217199","b1483040a","420908278048","1993","1993-05-26","Draw! cars","draw cars","743.89626222 qd817","","2019-05-21","2019-05-21","cvj,1lj","cv,1l","1","0","0"
"clc","a","Book","2","910.92","9780893751760","b2088668a","420908883676","1979","1992-03-22","Ferdinand Magellan","ferdinand magellan","910.92","","2019-02-25","2019-02-25","osj","os","1","0","0"
"clc","a","Book","2","938 t174","","b1019223a","420907814231","1936","1992-03-22","The story of the Greek people : an elementary history of Greece","story of the greek people an elementary history of greece","938 t174","","2019-03-17","2019-03-17","1lj","1l","1","0","0"
"clc","a","Book","2","566","97803948205140394920511","b2473362a","420909268370","1974","1992-03-22","Prehistoric monsters did the strangest things","prehistoric monsters did the strangest things","566","","2018-08-17","2018-08-17","1lj","1l","1","0","0"
"clc","a","Book","2","741.5 qg2313     2014","9781608862870","b3014073a","420909809081","2014","2016-05-27","Garfield","garfield","741.5 qg2313     2014","v.01","2019-01-25","2019-01-25","anj,baj,coj,dpj,dtj,epj,gej,ghj,haj,hpj,lvj,maj,1cj,1lj,mmj,mnj,mwj,nrj,oaj,plj,prj,shj,smj,wwj,wyj","an,ba,co,dp,dt,ep,ge,gh,ha,hp,lv,ma,1c,1l,mm,mn,mw,nr,oa,pl,pr,sh,sm,ww,wy","1","0","0"
"clc","a","Book","2","741.5 qh325 a     2002","9780823026906","b1901371a","420908696379","2002","2003-05-09","Kids draw anime","kids draw anime","741.5 qh325 a     2002","","2019-05-22","2019-05-22","bhj,cvj,grj,mmj,osj,prj","bh,cv,gr,mm,os,pr","1","0","0"
"clc","a","Book","2","741.5973 qd262 gar","9780345330451","b1442817a","420908237825","1985","1992-07-07","Garfield's Halloween adventure","garfields halloween adventure","741.5973 qd262 gar","","2019-05-16","2019-05-16","osj","os","1","0","0"
"clc","a","Book","2","362.76 f293      2008","9781606966037","b2672564a","420909467572","2008","2011-02-07","Some parts are not for sharing","some parts are not for sharing","362.76 f293      2008","","2019-01-15","2019-01-15","bhj,smj","bh,sm","1","0","0"
"clc","a","Book","2","646.70083 qs399","9780881601961","b1265951a","420908060959","1990","1992-10-05","What would you do? : a kid's guide to tricky and sticky situations","what would you do a kids guide to tricky and sticky situations","646.70083 qs399","","2019-05-01","2019-05-01","1lj","1l","1","0","0"
"clc","a","Book","2","fiction","9780439106795","b1869981a","420908664989","2000","2000-12-26","The other","other","fiction","","2019-04-01","2019-04-01","1lj","1l","1","0","0"
"clc","a","Book","2","easy","9780843126815","b2783701a","420909578709","2007","2007-09-17","Big fish, little fish","big fish little fish","easy","","2019-05-23","2019-05-23","osj","os","1","0","0"
"clc","a","Book","2","796.357092 r662 zk","9781567669534","b1944776a","420908739784","2002","2001-10-22","Jackie Robinson","jackie robinson","796.357092 r662 zk","","2019-04-10","2019-04-10","1lj","1l","1","0","0"
"clc","a","Book","2","fiction","9780887763724","b1699299a","420908494307","1997","1998-09-08","The first red maple leaf","first red maple leaf","fiction","","2019-06-03","2019-06-03","1lj","1l","1","0","0"
"clc","a","Book","2","fiction","9780140345476","b1409927a","420908204935","1991","1991-09-03","Setting the pace","setting the pace","fiction","","2019-04-07","2019-04-07","osj","os","1","0","0"
"clc","a","Book","2","fiction","9780316474276","b1470389a","420908265397","1991","1991-11-04","No-hitter","no hitter","fiction","","2019-02-09","2019-02-09","1lj","1l","1","0","0"
"clc","a","Book","11","easy","9780763620660","b2205745a","420909000753","2004","2004-03-11","Duckie's rainbow","duckies rainbow","easy","","2019-04-02","2019-04-02","1lj","1l","1","0","0"
"clc","a","Book","2","fiction","9780836819939","b1971050a","420908766058","1997","1999-07-27","Queen of the Empire","queen of the empire","fiction","","2019-05-10","2019-05-10","anj,mdj,smj","an,md,sm","1","0","0"
"clc","a","Book","2","297.362 qa222","9781590785232","b2663036a","420909458044","2008","2008-07-14","The white nights of Ramadan","white nights of ramadan","297.362 qa222","","2019-03-09","2019-03-09","1cj","1c","1","0","0"
"clc","-","Undefined","61","c 95","0103092","b2288225a","420909083233","","1991-08-13","An Edith Hamilton treasury; a lifelong lover of Greece describes its ageless wonders.","edith hamilton treasury a lifelong lover of greece describes its ageless wonders","c 95","","2019-03-23","2019-03-23","1lj","1l","1","0","0"
"clc","a","Book","2","easy","9780439297301","b1945138a","420908740146","2001","2002-05-28","Rain or shine : all about weather : lift-up flaps","rain or shine all about weather lift up flaps","easy","","2018-08-14","2018-08-14","1cj","1c","1","0","0"
"clc","a","Book","2","599.786 k33","9780739849088","b1874852a","420908669860","2003","2003-04-08","Polar bears","polar bears","599.786 k33","","2019-04-11","2019-04-11","1lj","1l","1","0","0"
"clc","a","Book","11","easy","9781581174175","b2726460a","420909521468","2005","2006-01-13","Curious kitties : a colors book","curious kitties a colors book","easy","","2019-03-20","2019-03-20","haj,lvj,1lj,osj,smj","ha,lv,1l,os,sm","1","0","0"
"clc","a","Book","11","easy","9780763605773","b1917085a","420908712093","1998","1999-03-23","Happy birthday Maisy","happy birthday maisy","easy","","2017-11-11","2017-11-11","maj,1lj,osj","ma,1l,os","1","0","0"
"clc","a","Book","2","easy","9780807506684","b2720987a","420909515995","2007","2007-03-27","The best of both nests","best of both nests","easy","","2019-04-11","2019-04-11","1lj","1l","1","0","0"
"clc","a","Book","2","easy","9780060207076","b1160864a","420907955872","1984","1992-03-26","The goodnight moon room","goodnight moon room","easy","","2018-11-28","2018-11-28","anj,maj,1lj","an,ma,1l","1","0","0"
"clc","a","Book","2","741.5 s6983c     2016","9781627388641","b3136054a","420909931062","2016","2016-03-22","Sonic comics spectacular : speed of sound","sonic comics spectacular speed of sound","741.5 s6983c     2016","","2019-06-24","2019-06-24","bhj,chj,haj,1cj,moj,mwj,plj,smj,wtj,wwj","bh,ch,ha,1c,mo,mw,pl,sm,wt,ww","1","0","0"
"clc","a","Book","2","easy","9780789492104","b1946721a","420908741729","2003","2003-06-10","My first time board book.","my first time board book","easy","","2019-06-17","2019-06-17","osj","os","1","0","0"
"clc","a","Book","2","567.9 qb821 w,     1989a","9780690047479","b1435757a","420908230765","1989","1994-11-08","What happened to the dinosaurs?","what happened to the dinosaurs","567.9 qb821 w,     1989a","","2018-11-03","2018-11-03","osj","os","1","0","0"
"clc","a","Book","2","easy","9780984237500","b2928394a","420909723402","2009","2014-01-29","Sadie the skunk","sadie the skunk","easy","","2019-04-30","2019-04-30","1lj","1l","1","0","0"
"clc","a","Book","2","easy","9780395715307","b1673838a","420908468846","1998","1998-09-08","Matzo ball moon","matzo ball moon","easy","","2019-04-15","2019-04-15","osj","os","1","0","0"
"clc","q","Playaway","91","pl-pack easy i73     2013","9781467659109","b2960105a","420909755113","2013","2014-04-29","Is your mama a llama? : and other stories about family","is your mama a llama and other stories about family","pl-pack easy i73     2013","","2018-07-28","2018-07-28","osj","os","1","0","0"
"clc","a","Book","2","easy","9780689814839","b1815672a","420908610680","1997","1998-10-21","The boy who cried wolf","boy who cried wolf","easy","","2019-05-02","2019-05-02","maj,1lj,osj,wtj","ma,1l,os,wt","1","0","0"
"clc","a","Book","2","sg h","9781402732461","b2763132a","420909558140","2006","2006-03-29","I'm feeling-- : teaching your baby to sign","im feeling teaching your baby to sign","sg h","","2019-03-26","2019-03-26","bhj,1cj","bh,1c","1","0","0"
"clc","a","Book","2","easy","9780375936968","b2580439a","420909375447","2006","2009-03-06","Fairytopia","fairytopia","easy","","2019-01-29","2019-01-29","wyj","wy","1","0","0"
"clc","a","Book","2","easy","9780375865091","b2538835a","420909333843","2011","2011-12-07","Lots of bots! : a counting pop-up","lots of bots a counting pop up","easy","","2019-05-23","2019-05-23","anj,coj,dtj,epj,gej,maj,1cj,1lj,osj,prj,whj","an,co,dt,ep,ge,ma,1c,1l,os,pr,wh","1","0","0"
"clc","q","Playaway","91","pl-pack easy j27     2013","9781467659161","b3047756a","420909842764","2013","2015-06-18","James Marshall's favorite fairy tales / ","james marshalls favorite fairy tales","pl-pack easy j27     2013","","2018-09-17","2018-09-17","osj","os","1","0","0"
"clc","-","Undefined","2","easy","","b2281974a","420909076982","1967","1991-01-16","How a shirt grew in the field :","how a shirt grew in the field","easy","","2019-03-07","2019-03-07","1lj","1l","1","0","0"
"clc","-","Undefined","2","xx(1331915.1)","","b2284120a","420909079128","1967","1991-05-08","God loves you; our family's favorite stories and prayers,","god loves you our familys favorite stories and prayers","xx(1331915.1)","","2019-04-10","2019-04-10","1lj","1l","1","0","0"
"clc","a","Book","2","easy","9780060732677","b2403878a","420909198886","2004","2004-08-31","Belle of the ball","belle of the ball","easy","","2019-04-15","2019-04-15","smj","sm","1","0","0"
"clc","a","Book","0","fiction","9780439106788","b1870017a","420908665025","2000","2000-12-26","The hidden","hidden","fiction","","2019-04-01","2019-04-01","1lj","1l","1","0","0"
"clc","a","Book","2","069","9780822503378","b2384027a","420909179035","1983","1992-03-22","Careers in an art museum","careers in an art museum","069","","2019-03-29","2019-03-29","1lj","1l","1","0","0"
"clc","a","Book","2","easy","9781581172645","b2757368a","420909552376","2003","2006-02-20","Five silly monkeys","five silly monkeys","easy","","2019-05-14","2019-05-14","anj,avj,bhj,coj,cvj,grj,haj,1lj,mwj,nsj,osj,plj,smj,whj","an,av,bh,co,cv,gr,ha,1l,mw,ns,os,pl,sm,wh","1","0","0"
"clc","a","Book","2","easy","9780525453604","b1777074a","420908572082","1995","1999-09-10","All my little ducklings","all my little ducklings","easy","","2019-02-25","2019-02-25","1lj,osj","1l,os","1","0","0"
"clc","a","Book","2","599.4 s468","9780802781352","b1362502a","420908157510","1991","1992-03-09","A first look at bats","first look at bats","599.4 s468","","2018-10-17","2018-10-17","1lj","1l","1","0","0"
"clc","a","Book","2","easy","9781563975653","b1776216a","420908571224","1999","1999-05-06","The rusty, trusty tractor","rusty trusty tractor","easy","","2019-06-26","2019-06-26","1lj","1l","1","0","0"
"clc","a","Book","2","fiction","9780966427615","b1996884a","420908791892","2000","2001-04-13","The grump","grump","fiction","","2019-04-11","2019-04-11","1lj","1l","1","0","0"
"clc","a","Book","2","easy","","b2283669a","420909078677","1962","1992-05-29","The dragon in the clock box","dragon in the clock box","easy","","2018-12-11","2018-12-11","osj","os","1","0","0"
"clc","i","Book on CD","71","cd-spoken fiction keene","9781440706967","b2759447a","420909554455","2010","2010-01-20","Case of the sneaky snowman [sound recording]","case of the sneaky snowman sound recording","cd-spoken fiction keene","","2019-06-24","2019-06-24","osj","os","1","0","0"
"clc","a","Book","2","621.85 qs126","9781410914453","b2532112a","420909327120","2005","2006-06-13","Machines inside machines : using pulleys and gears","machines inside machines using pulleys and gears","621.85 qs126","","2018-03-31","2018-03-31","1lj,smj","1l,sm","1","0","0"
"clc","a","Book","2","easy","9780394922904","b2051853a","420908846861","1971","1992-06-03","Just think,","just think","easy","","2019-06-28","2019-06-28","1lj","1l","1","0","0"
"clc","a","Book","2","599.768 m128","","b2524077a","420909319085","1969","1992-06-24","Blaze; the story of a striped skunk.","blaze the story of a striped skunk","599.768 m128","","2019-04-03","2019-04-03","1lj","1l","1","0","0"
"clc","a","Book","2","636.7","9780876055090","b2511846a","420909306854","1976","1992-03-22","Dog care and training for boys and girls","dog care and training for boys and girls","636.7","","2019-06-03","2019-06-03","1lj","1l","1","0","0"
"clc","a","Book","2","easy","9781592700981","b2706014a","420909501022","2011","2011-03-23","Ice","ice","easy","","2019-06-27","2019-06-27","mdj,1cj,osj,smj","md,1c,os,sm","1","0","0"
"clc","a","Book","2","easy","9780811829878","b1775929a","420908570937","2001","2002-08-01","I spy in the jungle","i spy in the jungle","easy","","2019-02-12","2019-02-12","osj","os","1","0","0"
"clc","-","Undefined","2","xx(1381342.1)","","b2266665a","420909061673","1867","1996-02-13","Ida's new shoes","idas new shoes","xx(1381342.1)","","2018-10-06","2018-10-06","1lj","1l","1","0","0"
"clc","a","Book","2","741.5973 w231      2004","9780911903485","b2580969a","420909375977","2004","2006-08-15","Walt Disney's Mickey Mouse adventures.","walt disneys mickey mouse adventures","741.5973 w231      2004","v.03","2018-12-11","2018-12-11","chj,hpj,maj,1lj,moj,nrj","ch,hp,ma,1l,mo,nr","1","0","0"
"clc","a","Book","2","796.1","9780382064371","b2261004a","420909056012","1980","1992-03-22","Kites","kites","796.1","","2019-03-05","2019-03-05","osj","os","1","0","0"
"clc","i","Book on CD","78","cd-spoken 811.54 s587 w     1984","7464394122","b1271141a","420908066149","1992","1993-07-19","Where the sidewalk ends [sound recording]","where the sidewalk ends sound recording","cd-spoken 811.54 s587 w     1984","","2019-02-23","2019-02-23","chj,lvj,1cj,1lj,shj","ch,lv,1c,1l,sh","1","0","0"
"clc","a","Book","2","easy","9780060573843","b2742104a","420909537112","2006","2006-02-06","The Berenstain Bears and too much car trip","berenstain bears and too much car trip","easy","","2019-06-29","2019-06-29","1lj,nwj,osj","1l,nw,os","1","0","0"
"gen","a","Book","0","977.178 o93","","b1124256a","420907919264","1976","1992-03-22","Our heritage : Colerain Township","our heritage colerain township","977.178 o93","","2018-08-20","2018-09-24","3ga,3ea","3g,3e","2","0","0"
"gen","a","Book","0","917.690443 s914","","b1434543a","420908229551","1992","1997-08-26","Kentucky : off the beaten path.","kentucky off the beaten path","917.690443 s914","2007","2019-03-19","2019-03-19","ana,mda,3ga","an,md,3g","1","0","0"
"gen","a","Book","10","324.977177 ql434","","b1580455a","420908375463","1996","1996-12-13","Know Hamilton County.","know hamilton county","324.977177 ql434","","2019-05-28","2019-05-28","ana,baa,3ea,pra","an,ba,3e,pr","1","0","0"
"gen","a","Book","10","975.791 qf848 2006","9781596291829","b3386467a","420910181475","2006","2018-10-26","James Island : stories from slave descendants","james island stories from slave descendants","975.791 qf848 2006","","2018-10-31","2018-10-31","3ga","3g","1","0","0"
"gen","a","Book","10","929.60321 d554","9780517566657","b2028156a","420908823164","1987","1992-03-22","A Dictionary of heraldry","dictionary of heraldry","929.60321 d554","","2018-10-08","2018-10-08","3ga,sba","3g,sb","1","0","0"
"gen","a","Book","46","796.35764 c5741zg","9780786404674","b1732156a","420908527164","1998","1998-09-30","The Red Stockings of Cincinnati : base ball's first all-professional team and its historic 1869 and 1870 seasons","red stockings of cincinnati base balls first all professional team and its historic 1869 and 1870 seasons","796.35764 c5741zg","","2019-04-15","2019-04-15","3ca,3ga,3ea","3c,3g,3e","1","0","0"
"gen","a","Book","46","623.88092 qg619      2019","9781496822840","b3458115a","420910253123","2019","2019-06-11","Life between the levees : America's riverboat pilots","life between the levees americas riverboat pilots","623.88092 qg619      2019","","2019-06-12","2019-06-12","3ca","3c","1","0","0"
"gen","a","Book","10","929.2 s252 j","","b2042021a","420908837029","1968","1992-03-22","The Sassoons.","sassoons","929.2 s252 j","","2018-12-16","2018-12-16","3ea","3e","1","0","0"
"gen","a","Book","10","355.825119 m277zt 2017","9780814213384","b3389525a","420910184533","2017","2018-11-19","Polonium in the Playhouse : the Manhattan Project's secret chemistry work in Dayton, Ohio","polonium in the playhouse the manhattan projects secret chemistry work in dayton ohio","355.825119 m277zt 2017","","2019-06-11","2019-06-11","3ga,3ea","3g,3e","1","0","0"
